Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21,75,43,8.1,21,Others,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Others,0.09,0,0.1,0.02,0.21,74,37,8.1,61,Others,T
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21,83,46,7.8,13,Capcom,T
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,5.9,544,Others,M
Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21,76,20,8.3,22,Others,T
Shadow of Destiny,PS2,2001,Adventure,Konami,0.09,0.07,0.03,0.02,0.21,78,18,8.2,19,Konami,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,Others,T
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Others,0.16,0.05,0,0.01,0.21,65,5,8.4,16,Others,T
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77,5,8.6,46,Square Enix,E10+
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Others,0.06,0.01,0.12,0.02,0.21,72,35,8.4,77,Others,M
Pro Evolution Soccer 2012,Wii,2011,Action,Konami,0.08,0.08,0.03,0.02,0.21,79,9,7,12,Konami,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,8,6.4,15,Others,E10+
The Wolf Among Us,PS4,2014,Adventure,Others,0.1,0.07,0,0.04,0.21,83,6,8.4,259,Others,M
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.21,67,51,7.6,33,Others,M
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0,0.02,0.21,78,28,6.9,20,Others,E10+
SBK Superbike World Championship,X360,2008,Racing,Others,0.06,0.14,0,0.01,0.21,63,17,8,6,Others,E10+
Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,47,5,4.2,5,Others,E
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,69,53,7.4,50,Others,T
A Boy and His Blob,Wii,2009,Platform,Others,0.18,0.01,0,0.01,0.21,80,43,8.7,35,Others,E
Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,61,21,5,11,Others,E
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,43,32,4.8,13,Others,T
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,74,27,7,13,Yuke's,T
World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,37,6,6.4,20,Others,E10+
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,67,16,7.3,19,Others,E
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos,0.1,0.08,0,0.03,0.21,81,25,8.9,49,Others,M
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,64,27,5.3,20,Others,M
Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21,85,17,8.2,9,Electronic Arts,E
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,69,4,4.1,16,Others,E10+
Vampire Rain,X360,2007,Action,Microsofts,0.18,0,0.01,0.01,0.21,38,45,2.9,44,Others,M
Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,65,56,7.1,21,Eurocom  Software,T
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,53,9,6.8,53,EA Sports,E
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88,36,8.2,102,Others,T
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0,0.01,0.21,79,13,8.7,7,Midway,E
Way of the Samurai 3,X360,2009,Action,Others,0.12,0.05,0.02,0.02,0.21,55,22,6.8,16,Others,M
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21,91,11,8.1,9,EA Sports,E
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,71,20,7.6,46,Others,M
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai,0,0.03,0.17,0.01,0.21,74,5,7.9,29,Others,T
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,74,50,7.1,34,Others,E10+
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami,0.1,0.08,0,0.03,0.21,64,14,7.9,8,Konami,T
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,76,34,8,20,Others,E10+
Project: Snowblind,PS2,2005,Action,Eidos,0.1,0.08,0,0.03,0.21,78,54,8.3,23,Others,T
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,4.7,19,Others,T
You Don't Know Jack,Wii,2011,Misc,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,Others,T
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,28,7,2.4,17,Midway,M
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.14,0,0.05,0.02,0.21,77,27,7.1,26,Others,E
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,6.6,5,Others,T
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,33,7.1,15,EA Canada,E
StokEd,X360,2009,Sports,Others,0.18,0.01,0,0.01,0.21,68,34,8.6,19,Others,T
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,68,26,8.5,8,Others,M
Defiance,PC,2013,Shooter,Others,0.14,0.04,0,0.02,0.21,64,40,6.5,661,Others,M
NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,80,12,7.9,12,EA Sports,E
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,78,25,7.4,14,EA Canada,E
NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,89,25,7.8,17,Treyarch,E
You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,Others,T
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,82,16,7.8,8,Others,E
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,32,43,1.5,427,Others,T
MLB 10: The Show,PSP,2010,Sports,Sony,0.19,0,0,0.02,0.21,79,11,6.6,8,Others,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Others,0.04,0.03,0.12,0.01,0.21,68,16,8.5,15,Others,E
Frogger 3D,3DS,2011,Action,Konami,0.16,0.03,0,0.01,0.21,54,11,5.5,8,Others,E
Blue Dragon Plus,DS,2008,Role-Playing,Others,0.12,0.03,0.05,0.01,0.21,69,46,6.5,15,Others,E
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21,33,6,7.5,18,Others,E
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai,0.11,0.08,0,0.02,0.21,61,64,7,34,Others,M
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21,48,11,6.6,11,Others,T
X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0,0.01,0.21,58,27,6.4,9,Others,T
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,55,4,6.9,8,Others,E
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,Others,M
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61,30,5.5,102,Others,T
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,40,5,7.8,5,Others,E
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,57,33,4.8,5,Capcom,T
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,72,32,7.4,49,Ubisoft,M
God of War Collection,PSV,2014,Action,Sony,0.08,0.06,0.01,0.05,0.2,73,28,7.4,133,Others,M
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,71,35,8.2,106,Others,M
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai,0.06,0,0.14,0.01,0.2,33,31,5.1,47,Others,T
Suikoden Tactics,PS2,2005,Strategy,Konami,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17,Konami,T
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,76,21,7.2,5,EA Canada,E
Sniper: Ghost Warrior 2,X360,2013,Shooter,Others,0.06,0.12,0,0.02,0.2,52,33,5.7,110,Others,M
EVE Online,PC,2003,Role-Playing,Others,0,0.19,0,0.01,0.2,69,22,7.5,280,Others,T
Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,Others,T
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69,33,8.5,13,Others,T
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Inc.,0.15,0.04,0,0.01,0.2,87,16,5.3,18,Others,E10+
Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2,72,13,2.8,39,Others,E10+
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,74,34,7.4,596,Others,M
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Others,0.1,0.08,0,0.03,0.2,67,14,8.5,4,Others,T
Disney's Planes,WiiU,2013,Simulation,Disneys,0.14,0.04,0,0.02,0.2,51,10,5.3,9,Others,E
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2,79,9,7.8,5,Others,E
The Con,PSP,2005,Fighting,Sony,0.18,0,0,0.02,0.2,63,37,7.3,16,Others,T
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,70,34,8.9,12,Others,E
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0,0.02,0.2,70,6,7.5,15,Others,E
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,64,23,5.9,40,From Software,T
Le Mans 24 Hours,PS2,2001,Racing,Others,0.09,0.07,0.02,0.02,0.2,75,19,7.6,9,Others,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Others,0.07,0.02,0.1,0.02,0.2,53,44,7.5,80,Others,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai,0.19,0,0,0.02,0.2,57,16,6.2,10,Others,E
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,82,8,9.2,40,Others,E
X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0,0,0.2,72,8,7.2,5,Vicarious Visions,E
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,90,17,7.6,5,Visual Concepts,E
Code of Princess,3DS,2012,Action,Others,0.16,0,0.03,0.01,0.2,67,38,7.6,73,Others,T
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Inc.,0.15,0.03,0,0.02,0.2,72,13,6.3,9,Visual Concepts,E
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,27,7,48,Others,M
Planet 51,Wii,2009,Action,Sega,0.17,0.01,0,0.02,0.2,53,6,5.8,4,Others,E
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,51,32,5.3,7,Others,M
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0,0.01,0.2,81,10,4.4,296,EA Sports,E
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.02,0.2,36,14,3.1,88,EA Sports,E
Kung Fu Rider,PS3,2010,Action,Sony,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,Others,E10+
DarkStar One: Broken Alliance,X360,2010,Simulation,Others,0.11,0.07,0,0.02,0.2,63,33,7.2,19,Others,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Others,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Others,0.07,0.04,0.07,0.02,0.2,87,49,8.2,178,Others,T
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,70,20,8.6,11,Others,E
Body and Brain Connection,X360,2010,Misc,Namco Bandai,0.1,0.08,0,0.02,0.2,57,33,4.8,4,Others,E
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,Others,E10+
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,62,13,6.6,10,Others,T
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,82,18,9,9,EA Sports,E
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,Others,E
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75,46,9,61,Others,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disneys,0.15,0.04,0,0.01,0.2,72,31,6,6,Trav. Tales,T
NBA 07,PSP,2006,Sports,Sony,0.18,0,0,0.02,0.2,68,24,7,5,Others,E
Two Worlds II,PC,2011,Role-Playing,Others,0.09,0.09,0,0.02,0.2,76,31,6.5,315,Others,M
IHRA Drag Racing 2004,XB,2003,Racing,Others,0.15,0.04,0,0.01,0.2,40,5,7.4,7,Others,E
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Others,0.05,0.02,0.12,0.01,0.2,86,12,7.7,128,Others,T
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,34,7.1,52,Others,M
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,Others,T
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,65,7,6.7,9,Others,E10+
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58,52,6.1,24,Others,T
From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2,71,34,8.8,12,Electronic Arts,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.03,0.2,66,17,6.1,12,Others,T
Dying Light,PC,2015,Action,Wanrner Bros.,0.12,0.06,0,0.02,0.2,75,40,7.9,1295,Others,M
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,90,17,8.8,57,Others,T
Ridge Racer 6,X360,2005,Racing,Namco Bandai,0.1,0.02,0.07,0.01,0.2,74,65,7.1,28,Namco,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami,0.1,0.08,0,0.03,0.2,53,20,7,10,Others,E10+
Zone of the Enders HD Collection,X360,2012,Simulation,Konami,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,Others,M
Record of Agarest War,X360,2008,Role-Playing,Others,0.18,0,0.01,0.01,0.2,71,7,7,35,Others,T
Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2,78,27,8,22,Others,T
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,Others,0.06,0.04,0.08,0.02,0.2,63,28,7,24,Others,T
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Others,0.15,0.04,0,0.01,0.2,76,18,8.2,6,Others,T
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0,0.01,0.2,66,4,8.3,10,Others,E
Taiko Drum Master,PS2,2004,Misc,Namco Bandai,0.1,0.08,0,0.03,0.2,77,35,8.1,8,Namco,E
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0,0.03,0.2,49,34,6.4,61,Ubisoft,T
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,71,40,6.8,18,Others,T
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,Others,M
Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,65,52,6.1,27,Others,M
Silent Hill: Book of Memories,PSV,2012,Action,Konami,0.1,0.05,0,0.04,0.2,58,57,5.1,102,Others,M
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,59,33,7.5,18,Others,M
Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0,0.02,0.2,65,35,7.1,18,Others,E
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,80,15,7.9,8,Others,E
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,28,8,10,Others,T
MC Groovz Dance Craze,GC,2004,Misc,Others,0.15,0.04,0,0.01,0.2,42,8,6.8,9,Others,E
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,78,21,6.6,14,Others,M
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,Others,T
Plants vs. Zombies,PS3,2011,Strategy,Others,0.18,0,0,0.02,0.2,85,8,7.9,60,Others,E10+
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Others,0.15,0.04,0,0.01,0.2,83,25,8.3,26,Others,T
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2,83,31,8.6,20,Ubisoft,M
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,53,27,7.4,13,Omega Force,T
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,47,14,8.8,76,Eurocom  Software,M
Arcana Heart 3,PS3,2011,Fighting,Others,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,Others,T
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0,0.02,0.2,55,8,8.1,8,Others,E10+
Big Mutha Truckers 2,PS2,2005,Racing,Others,0.1,0.07,0,0.03,0.2,51,26,2.1,9,Others,M
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,65,36,6.8,25,From Software,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23,Others,E10+
NHL FaceOff 2001,PS2,2001,Sports,Sony,0.1,0.07,0,0.02,0.2,57,11,4,4,Others,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Others,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,Others,T
The Great Escape,PS2,2003,Action,Others,0.1,0.07,0,0.02,0.2,57,19,8,21,Others,T
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528,Others,M
Big Mutha Truckers,XB,2002,Racing,Others,0.15,0.04,0,0.01,0.19,59,12,4.3,9,Others,T
Way of the Samurai 4,PS3,2011,Action,Others,0,0.03,0.16,0.01,0.19,58,25,6.5,15,Others,M
The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0,0,0.19,67,6,9.2,17,Others,E
The King of Fighters XI,PS2,2006,Fighting,Others,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,Others,T
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.19,58,37,7.5,39,Ubisoft,M
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Inc.,0.18,0,0,0.02,0.19,68,8,4.4,5,Visual Concepts,E
Family Guy,PSP,2006,Action,Take-Two Inc.,0.18,0,0,0.02,0.19,51,14,6.3,15,Others,M
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19,76,21,8.9,36,Others,M
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0,0,0.02,0.19,70,13,7.4,16,Electronic Arts,E10+
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0,0,0.19,81,16,8.8,16,Capcom,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,65,8,2.4,5,Others,E
Conan,X360,2007,Action,THQ,0.16,0.02,0,0.01,0.19,69,49,7.3,67,Others,M
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,Others,M
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19,68,35,7.4,985,Others,M
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40,Others,T
Manhunt,XB,2004,Action,Take-Two Inc.,0.14,0.04,0,0.01,0.19,74,37,7.9,19,Others,M
NCAA Final Four 2003,PS2,2002,Sports,Sony,0.09,0.07,0,0.02,0.19,57,16,6,4,Others,E
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai,0.07,0.03,0.08,0.01,0.19,49,30,7,18,Omega Force,T
Bound By Flame,PS4,2014,Role-Playing,Others,0.08,0.09,0,0.03,0.19,53,40,5.9,230,Others,M
Spectrobes: Origins,Wii,2009,Role-Playing,Disneys,0.16,0.02,0,0.01,0.19,71,22,8.4,16,Others,E10+
DanceMasters,X360,2010,Misc,Konami,0.15,0.02,0.02,0.01,0.19,63,30,5.9,7,Others,E10+
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19,78,28,6.9,35,Capcom,T
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.19,71,21,7.6,5,Others,T
LEGO Marvel's Avengers,3DS,2016,Action,Wanrner Bros.,0.07,0.09,0.01,0.01,0.19,60,4,7.1,15,TT Games,E10+
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0,0,0.01,0.19,49,11,2.6,8,Others,E
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19,50,9,8.9,10,Capcom,E
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19,69,54,6.9,60,From Software,T
Conflict: Denied Ops,X360,2008,Shooter,Eidos,0.08,0.09,0,0.02,0.19,52,35,4.9,22,Others,M
Mafia III,PC,2016,Action,Take-Two Inc.,0.08,0.1,0,0.02,0.19,63,29,3.2,881,Others,M
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19,62,19,8.3,7,Others,M
Legacy of Kain: Defiance,XB,2003,Action,Eidos,0.14,0.04,0,0.01,0.19,74,30,7.9,21,Others,M
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,66,25,6.5,33,Square Enix,T
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0,0.02,0.19,56,10,6.4,22,Others,T
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,23,39,3,211,Ubisoft,T
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,66,17,8.4,30,Others,T
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0,0.02,0.19,57,11,4.5,6,Others,E10+
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0,0.03,0.19,60,6,7.5,12,Others,T
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19,79,23,8.9,13,Others,E
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0,0.01,0.19,82,38,7.1,8,Others,E
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26,Others,E10+
Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04,0.19,77,54,6.2,803,Others,E10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43,34,5.3,21,Others,M
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0,0.02,0.19,81,24,8.5,15,Others,E10+
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0,0.02,0.19,84,4,6.1,36,Others,T
Frequency,PS2,2001,Misc,Sony,0.09,0.07,0,0.02,0.19,83,26,9,29,Others,E
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42,Omega Force,T
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,79,17,9,4,Others,E
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,64,8,6,8,Others,E
Sudeki,XB,2004,Role-Playing,Microsofts,0.14,0.04,0,0.01,0.19,72,75,8.4,49,Others,M
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai,0.14,0.03,0,0.01,0.19,74,46,8.1,24,Others,T
Silent Hill HD Collection,X360,2012,Action,Konami,0.11,0.06,0.01,0.02,0.19,69,17,5.6,98,Konami,M
Arc Rise Fantasia,Wii,2009,Role-Playing,Others,0.12,0,0.06,0.01,0.19,64,26,7.8,43,Others,T
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.01,0.19,85,48,8.6,1739,Others,M
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami,0.15,0.04,0,0.01,0.19,49,16,4.6,7,Konami,T
MLB 12: The Show,PSV,2012,Sports,Sony,0.17,0,0,0.02,0.19,76,15,7.8,42,Others,E
NBA 2K11,PC,2010,Action,Take-Two Inc.,0.18,0,0,0.01,0.19,82,6,8.6,37,Visual Concepts,E
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0,0.02,0.19,68,11,7,8,Others,T
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai,0.02,0.01,0.16,0,0.19,61,22,4.4,10,Others,T
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19,54,57,6.3,19,EA Canada,T
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19,73,13,7,6,Others,E10+
